viti,komuna,variabla,gjinia,Mësimdhënësit sipas niveleve
2020/2021,Kaçanik,Paraf.fillor dhe i mesëm i ulët,Meshkuj,196
2020/2021,Kaçanik,Paraf.fillor dhe i mesëm i ulët,Femra,162
2020/2021,Kaçanik,Paraf.fillor dhe i mesëm i ulët,Gjithsej,358
2020/2021,Kaçanik,I Mesëm i lartë,Meshkuj,55
2020/2021,Kaçanik,I Mesëm i lartë,Femra,34
2020/2021,Kaçanik,I Mesëm i lartë,Gjithsej,89
2020/2021,Kamenicë,Parashkollor,Meshkuj,-
2020/2021,Kamenicë,Parashkollor,Femra,7
2020/2021,Kamenicë,Parashkollor,Gjithsej,7
2020/2021,Kamenicë,Paraf.fillor dhe i mesëm i ulët,Meshkuj,231
2020/2021,Kamenicë,Paraf.fillor dhe i mesëm i ulët,Femra,162
2020/2021,Kamenicë,Paraf.fillor dhe i mesëm i ulët,Gjithsej,393
2020/2021,Kamenicë,I Mesëm i lartë,Meshkuj,56
2020/2021,Kamenicë,I Mesëm i lartë,Femra,11
2020/2021,Kamenicë,I Mesëm i lartë,Gjithsej,67
2020/2021,Klinë,Parashkollor,Meshkuj,-
2020/2021,Klinë,Parashkollor,Femra,7
2020/2021,Klinë,Parashkollor,Gjithsej,7
2020/2021,Klinë,Paraf.fillor dhe i mesëm i ulët,Meshkuj,204
2020/2021,Klinë,Paraf.fillor dhe i mesëm i ulët,Femra,205
2020/2021,Klinë,Paraf.fillor dhe i mesëm i ulët,Gjithsej,409
2020/2021,Klinë,I Mesëm i lartë,Meshkuj,89
2020/2021,Klinë,I Mesëm i lartë,Femra,28
2020/2021,Klinë,I Mesëm i lartë,Gjithsej,117
2020/2021,Leposaviq,Parashkollor,Meshkuj,-
2020/2021,Leposaviq,Parashkollor,Femra,-
2020/2021,Leposaviq,Parashkollor,Gjithsej,-
2020/2021,Leposaviq,Paraf.fillor dhe i mesëm i ulët,Meshkuj,9
2020/2021,Leposaviq,Paraf.fillor dhe i mesëm i ulët,Femra,7
2020/2021,Leposaviq,Paraf.fillor dhe i mesëm i ulët,Gjithsej,16
2020/2021,Leposaviq,I Mesëm i lartë,Meshkuj,-
2020/2021,Leposaviq,I Mesëm i lartë,Femra,-
2020/2021,Leposaviq,I Mesëm i lartë,Gjithsej,-
2020/2021,Lipjan,Parashkollor,Meshkuj,-
2020/2021,Lipjan,Parashkollor,Femra,19
2020/2021,Lipjan,Parashkollor,Gjithsej,19
2020/2021,Lipjan,Paraf.fillor dhe i mesëm i ulët,Meshkuj,316
2020/2021,Lipjan,Paraf.fillor dhe i mesëm i ulët,Femra,362
2020/2021,Lipjan,Paraf.fillor dhe i mesëm i ulët,Gjithsej,678
2020/2021,Lipjan,I Mesëm i lartë,Meshkuj,69
2020/2021,Lipjan,I Mesëm i lartë,Femra,52
2020/2021,Lipjan,I Mesëm i lartë,Gjithsej,121
2020/2021,Malishevë,Parashkollor,Meshkuj,-
2020/2021,Malishevë,Parashkollor,Femra,-
2020/2021,Malishevë,Parashkollor,Gjithsej,-
2020/2021,Malishevë,Paraf.fillor dhe i mesëm i ulët,Meshkuj,465
2020/2021,Malishevë,Paraf.fillor dhe i mesëm i ulët,Femra,317
2020/2021,Malishevë,Paraf.fillor dhe i mesëm i ulët,Gjithsej,782
2020/2021,Malishevë,I Mesëm i lartë,Meshkuj,138
2020/2021,Malishevë,I Mesëm i lartë,Femra,36
2020/2021,Malishevë,I Mesëm i lartë,Gjithsej,174
2020/2021,Mamushë,Parashkollor,Meshkuj,-
2020/2021,Mamushë,Parashkollor,Femra,3
2020/2021,Mamushë,Parashkollor,Gjithsej,3
2020/2021,Mamushë,Paraf.fillor dhe i mesëm i ulët,Meshkuj,20
2020/2021,Mamushë,Paraf.fillor dhe i mesëm i ulët,Femra,27
2020/2021,Mamushë,Paraf.fillor dhe i mesëm i ulët,Gjithsej,47
2020/2021,Mamushë,I Mesëm i lartë,Meshkuj,5
2020/2021,Mamushë,I Mesëm i lartë,Femra,3
2020/2021,Mamushë,I Mesëm i lartë,Gjithsej,8
2020/2021,Mitrovicë,Parashkollor,Meshkuj,-
2020/2021,Mitrovicë,Parashkollor,Femra,32
2020/2021,Mitrovicë,Parashkollor,Gjithsej,32
2020/2021,Mitrovicë,Paraf.fillor dhe i mesëm i ulët,Meshkuj,222
2020/2021,Mitrovicë,Paraf.fillor dhe i mesëm i ulët,Femra,536
2020/2021,Mitrovicë,Paraf.fillor dhe i mesëm i ulët,Gjithsej,758
2020/2021,Mitrovicë,I Mesëm i lartë,Meshkuj,138
2020/2021,Mitrovicë,I Mesëm i lartë,Femra,144
2020/2021,Mitrovicë,I Mesëm i lartë,Gjithsej,282
2020/2021,Novobërdë,Parashkollor,Meshkuj,-
2020/2021,Novobërdë,Parashkollor,Femra,-
2020/2021,Novobërdë,Parashkollor,Gjithsej,-
2020/2021,Novobërdë,Paraf.fillor dhe i mesëm i ulët,Meshkuj,21
2020/2021,Novobërdë,Paraf.fillor dhe i mesëm i ulët,Femra,33
2020/2021,Novobërdë,Paraf.fillor dhe i mesëm i ulët,Gjithsej,54
2020/2021,Novobërdë,I Mesëm i lartë,Meshkuj,3
2020/2021,Novobërdë,I Mesëm i lartë,Femra,4
2020/2021,Novobërdë,I Mesëm i lartë,Gjithsej,7
2020/2021,Obiliq,Parashkollor,Meshkuj,-
2020/2021,Obiliq,Parashkollor,Femra,9
2020/2021,Obiliq,Parashkollor,Gjithsej,9
2020/2021,Obiliq,Paraf.fillor dhe i mesëm i ulët,Meshkuj,69
2020/2021,Obiliq,Paraf.fillor dhe i mesëm i ulët,Femra,183
2020/2021,Obiliq,Paraf.fillor dhe i mesëm i ulët,Gjithsej,252
2020/2021,Obiliq,I Mesëm i lartë,Meshkuj,33
2020/2021,Obiliq,I Mesëm i lartë,Femra,28
2020/2021,Obiliq,I Mesëm i lartë,Gjithsej,61
2020/2021,Pejë,Parashkollor,Meshkuj,-
2020/2021,Pejë,Parashkollor,Femra,39
2020/2021,Pejë,Parashkollor,Gjithsej,39
2020/2021,Pejë,Paraf.fillor dhe i mesëm i ulët,Meshkuj,268
2020/2021,Pejë,Paraf.fillor dhe i mesëm i ulët,Femra,692
2020/2021,Pejë,Paraf.fillor dhe i mesëm i ulët,Gjithsej,960
2020/2021,Pejë,I Mesëm i lartë,Meshkuj,222
2020/2021,Pejë,I Mesëm i lartë,Femra,168
2020/2021,Pejë,I Mesëm i lartë,Gjithsej,390
2020/2021,Podujevë,Parashkollor,Meshkuj,-
2020/2021,Podujevë,Parashkollor,Femra,8
2020/2021,Podujevë,Parashkollor,Gjithsej,8
2020/2021,Podujevë,Paraf.fillor dhe i mesëm i ulët,Meshkuj,398
2020/2021,Podujevë,Paraf.fillor dhe i mesëm i ulët,Femra,512
2020/2021,Podujevë,Paraf.fillor dhe i mesëm i ulët,Gjithsej,910
2020/2021,Podujevë,I Mesëm i lartë,Meshkuj,156
2020/2021,Podujevë,I Mesëm i lartë,Femra,83
2020/2021,Podujevë,I Mesëm i lartë,Gjithsej,239
2020/2021,Prishtinë,Parashkollor,Meshkuj,1
2020/2021,Prishtinë,Parashkollor,Femra,214
2020/2021,Prishtinë,Parashkollor,Gjithsej,215
2020/2021,Prishtinë,Paraf.fillor dhe i mesëm i ulët,Meshkuj,368
2020/2021,Prishtinë,Paraf.fillor dhe i mesëm i ulët,Femra,1357
2020/2021,Prishtinë,Paraf.fillor dhe i mesëm i ulët,Gjithsej,1725
2020/2021,Prishtinë,I Mesëm i lartë,Meshkuj,262
2020/2021,Prishtinë,I Mesëm i lartë,Femra,437
2020/2021,Prishtinë,I Mesëm i lartë,Gjithsej,699
2020/2021,Prizren,Parashkollor,Meshkuj,-
2020/2021,Prizren,Parashkollor,Femra,-
2020/2021,Prizren,Parashkollor,Gjithsej,-
2020/2021,Prizren,Paraf.fillor dhe i mesëm i ulët,Meshkuj,725
2020/2021,Prizren,Paraf.fillor dhe i mesëm i ulët,Femra,1002
2020/2021,Prizren,Paraf.fillor dhe i mesëm i ulët,Gjithsej,1727
2020/2021,Prizren,I Mesëm i lartë,Meshkuj,286
2020/2021,Prizren,I Mesëm i lartë,Femra,230
2020/2021,Prizren,I Mesëm i lartë,Gjithsej,516
2020/2021,Rahovec,Parashkollor,Meshkuj,-
2020/2021,Rahovec,Parashkollor,Femra,4
2020/2021,Rahovec,Parashkollor,Gjithsej,4
2020/2021,Rahovec,Paraf.fillor dhe i mesëm i ulët,Meshkuj,318
2020/2021,Rahovec,Paraf.fillor dhe i mesëm i ulët,Femra,253
2020/2021,Rahovec,Paraf.fillor dhe i mesëm i ulët,Gjithsej,571
2020/2021,Rahovec,I Mesëm i lartë,Meshkuj,82
2020/2021,Rahovec,I Mesëm i lartë,Femra,36
2020/2021,Rahovec,I Mesëm i lartë,Gjithsej,118
2020/2021,Shtërpcë,Parashkollor,Meshkuj,-
2020/2021,Shtërpcë,Parashkollor,Femra,-
2020/2021,Shtërpcë,Parashkollor,Gjithsej,-
2020/2021,Shtërpcë,Paraf.fillor dhe i mesëm i ulët,Meshkuj,42
2020/2021,Shtërpcë,Paraf.fillor dhe i mesëm i ulët,Femra,31
2020/2021,Shtërpcë,Paraf.fillor dhe i mesëm i ulët,Gjithsej,73
2020/2021,Shtërpcë,I Mesëm i lartë,Meshkuj,8
2020/2021,Shtërpcë,I Mesëm i lartë,Femra,3
2020/2021,Shtërpcë,I Mesëm i lartë,Gjithsej,11
2020/2021,Shtime,Parashkollor,Meshkuj,-
2020/2021,Shtime,Parashkollor,Femra,6
2020/2021,Shtime,Parashkollor,Gjithsej,6
2020/2021,Shtime,Paraf.fillor dhe i mesëm i ulët,Meshkuj,140
2020/2021,Shtime,Paraf.fillor dhe i mesëm i ulët,Femra,147
2020/2021,Shtime,Paraf.fillor dhe i mesëm i ulët,Gjithsej,287
2020/2021,Shtime,I Mesëm i lartë,Meshkuj,63
2020/2021,Shtime,I Mesëm i lartë,Femra,36
2020/2021,Shtime,I Mesëm i lartë,Gjithsej,99
2020/2021,Skënderaj,Parashkollor,Meshkuj,-
2020/2021,Skënderaj,Parashkollor,Femra,11
2020/2021,Skënderaj,Parashkollor,Gjithsej,11
2020/2021,Skënderaj,Paraf.fillor dhe i mesëm i ulët,Meshkuj,270
2020/2021,Skënderaj,Paraf.fillor dhe i mesëm i ulët,Femra,221
2020/2021,Skënderaj,Paraf.fillor dhe i mesëm i ulët,Gjithsej,491
2020/2021,Skënderaj,I Mesëm i lartë,Meshkuj,96
2020/2021,Skënderaj,I Mesëm i lartë,Femra,56
2020/2021,Skënderaj,I Mesëm i lartë,Gjithsej,152
2020/2021,Suharekë,Parashkollor,Meshkuj,-
2020/2021,Suharekë,Parashkollor,Femra,10
2020/2021,Suharekë,Parashkollor,Gjithsej,10
2020/2021,Suharekë,Paraf.fillor dhe i mesëm i ulët,Meshkuj,273
2020/2021,Suharekë,Paraf.fillor dhe i mesëm i ulët,Femra,350
2020/2021,Suharekë,Paraf.fillor dhe i mesëm i ulët,Gjithsej,623
2020/2021,Suharekë,I Mesëm i lartë,Meshkuj,106
2020/2021,Suharekë,I Mesëm i lartë,Femra,70
2020/2021,Suharekë,I Mesëm i lartë,Gjithsej,176
2020/2021,Viti,Parashkollor,Meshkuj,-
2020/2021,Viti,Parashkollor,Femra,8
2020/2021,Viti,Parashkollor,Gjithsej,8
2020/2021,Viti,Paraf.fillor dhe i mesëm i ulët,Meshkuj,277
2020/2021,Viti,Paraf.fillor dhe i mesëm i ulët,Femra,306
2020/2021,Viti,Paraf.fillor dhe i mesëm i ulët,Gjithsej,583
2020/2021,Viti,I Mesëm i lartë,Meshkuj,100
2020/2021,Viti,I Mesëm i lartë,Femra,48
2020/2021,Viti,I Mesëm i lartë,Gjithsej,148
2020/2021,Vushtrri,Parashkollor,Meshkuj,1
2020/2021,Vushtrri,Parashkollor,Femra,21
2020/2021,Vushtrri,Parashkollor,Gjithsej,22
2020/2021,Vushtrri,Paraf.fillor dhe i mesëm i ulët,Meshkuj,245
2020/2021,Vushtrri,Paraf.fillor dhe i mesëm i ulët,Femra,371
2020/2021,Vushtrri,Paraf.fillor dhe i mesëm i ulët,Gjithsej,616
2020/2021,Vushtrri,I Mesëm i lartë,Meshkuj,140
2020/2021,Vushtrri,I Mesëm i lartë,Femra,62
2020/2021,Vushtrri,I Mesëm i lartë,Gjithsej,202
2020/2021,Zubin Potok,Parashkollor,Meshkuj,-
2020/2021,Zubin Potok,Parashkollor,Femra,-
2020/2021,Zubin Potok,Parashkollor,Gjithsej,-
2020/2021,Zubin Potok,Paraf.fillor dhe i mesëm i ulët,Meshkuj,2
2020/2021,Zubin Potok,Paraf.fillor dhe i mesëm i ulët,Femra,10
2020/2021,Zubin Potok,Paraf.fillor dhe i mesëm i ulët,Gjithsej,12
2020/2021,Zubin Potok,I Mesëm i lartë,Meshkuj,-
2020/2021,Zubin Potok,I Mesëm i lartë,Femra,-
2020/2021,Zubin Potok,I Mesëm i lartë,Gjithsej,-
2020/2021,Zveçan,Parashkollor,Meshkuj,-
2020/2021,Zveçan,Parashkollor,Femra,-
2020/2021,Zveçan,Parashkollor,Gjithsej,-
2020/2021,Zveçan,Paraf.fillor dhe i mesëm i ulët,Meshkuj,9
2020/2021,Zveçan,Paraf.fillor dhe i mesëm i ulët,Femra,16
2020/2021,Zveçan,Paraf.fillor dhe i mesëm i ulët,Gjithsej,25
2020/2021,Zveçan,I Mesëm i lartë,Meshkuj,-
2020/2021,Zveçan,I Mesëm i lartë,Femra,-
2020/2021,Zveçan,I Mesëm i lartë,Gjithsej,-
2020/2021,Kllokot,Parashkollor,Meshkuj,-
2020/2021,Kllokot,Parashkollor,Femra,-
2020/2021,Kllokot,Parashkollor,Gjithsej,-
2020/2021,Kllokot,Paraf.fillor dhe i mesëm i ulët,Meshkuj,4
2020/2021,Kllokot,Paraf.fillor dhe i mesëm i ulët,Femra,11
2020/2021,Kllokot,Paraf.fillor dhe i mesëm i ulët,Gjithsej,15
2020/2021,Kllokot,I Mesëm i lartë,Meshkuj,-
2020/2021,Kllokot,I Mesëm i lartë,Femra,-
2020/2021,Kllokot,I Mesëm i lartë,Gjithsej,-
2020/2021,Gjithsej,Parashkollor,Meshkuj,2
2020/2021,Gjithsej,Parashkollor,Femra,586
2020/2021,Gjithsej,Parashkollor,Gjithsej,588
2020/2021,Gjithsej,Paraf.fillor dhe i mesëm i ulët,Meshkuj,7020
2020/2021,Gjithsej,Paraf.fillor dhe i mesëm i ulët,Femra,10333
2020/2021,Gjithsej,Paraf.fillor dhe i mesëm i ulët,Gjithsej,17353
2020/2021,Gjithsej,I Mesëm i lartë,Meshkuj,2976
2020/2021,Gjithsej,I Mesëm i lartë,Femra,2256
2020/2021,Gjithsej,I Mesëm i lartë,Gjithsej,5232
2021/2022,Deçan,Parashkollor,Meshkuj,-
2021/2022,Deçan,Parashkollor,Femra,-
2021/2022,Deçan,Parashkollor,Gjithsej,-
2021/2022,Deçan,Paraf.fillor dhe i mesëm i ulët,Meshkuj,117
2021/2022,Deçan,Paraf.fillor dhe i mesëm i ulët,Femra,224
2021/2022,Deçan,Paraf.fillor dhe i mesëm i ulët,Gjithsej,341
2021/2022,Deçan,I Mesëm i lartë,Meshkuj,39
2021/2022,Deçan,I Mesëm i lartë,Femra,34
2021/2022,Deçan,I Mesëm i lartë,Gjithsej,73
2021/2022,Dragash,Parashkollor,Meshkuj,-
2021/2022,Dragash,Parashkollor,Femra,-
2021/2022,Dragash,Parashkollor,Gjithsej,-
2021/2022,Dragash,Paraf.fillor dhe i mesëm i ulët,Meshkuj,237
2021/2022,Dragash,Paraf.fillor dhe i mesëm i ulët,Femra,65
2021/2022,Dragash,Paraf.fillor dhe i mesëm i ulët,Gjithsej,302
2021/2022,Dragash,I Mesëm i lartë,Meshkuj,48
2021/2022,Dragash,I Mesëm i lartë,Femra,10
2021/2022,Dragash,I Mesëm i lartë,Gjithsej,58
2021/2022,Ferizaj,Parashkollor,Meshkuj,-
2021/2022,Ferizaj,Parashkollor,Femra,26
2021/2022,Ferizaj,Parashkollor,Gjithsej,26
2021/2022,Ferizaj,Paraf.fillor dhe i mesëm i ulët,Meshkuj,318
2021/2022,Ferizaj,Paraf.fillor dhe i mesëm i ulët,Femra,758
2021/2022,Ferizaj,Paraf.fillor dhe i mesëm i ulët,Gjithsej,1076
2021/2022,Ferizaj,I Mesëm i lartë,Meshkuj,210
2021/2022,Ferizaj,I Mesëm i lartë,Femra,193
2021/2022,Ferizaj,I Mesëm i lartë,Gjithsej,403
2021/2022,Fushë Kosovë,Parashkollor,Meshkuj,-
2021/2022,Fushë Kosovë,Parashkollor,Femra,21
2021/2022,Fushë Kosovë,Parashkollor,Gjithsej,21
2021/2022,Fushë Kosovë,Paraf.fillor dhe i mesëm i ulët,Meshkuj,57
2021/2022,Fushë Kosovë,Paraf.fillor dhe i mesëm i ulët,Femra,295
2021/2022,Fushë Kosovë,Paraf.fillor dhe i mesëm i ulët,Gjithsej,352
2021/2022,Fushë Kosovë,I Mesëm i lartë,Meshkuj,33
2021/2022,Fushë Kosovë,I Mesëm i lartë,Femra,41
2021/2022,Fushë Kosovë,I Mesëm i lartë,Gjithsej,74
2021/2022,Gjakovë,Parashkollor,Meshkuj,-
2021/2022,Gjakovë,Parashkollor,Femra,45
2021/2022,Gjakovë,Parashkollor,Gjithsej,45
2021/2022,Gjakovë,Paraf.fillor dhe i mesëm i ulët,Meshkuj,279
2021/2022,Gjakovë,Paraf.fillor dhe i mesëm i ulët,Femra,618
2021/2022,Gjakovë,Paraf.fillor dhe i mesëm i ulët,Gjithsej,897
2021/2022,Gjakovë,I Mesëm i lartë,Meshkuj,91
2021/2022,Gjakovë,I Mesëm i lartë,Femra,160
2021/2022,Gjakovë,I Mesëm i lartë,Gjithsej,251
2021/2022,Gjilan,Parashkollor,Meshkuj,1
2021/2022,Gjilan,Parashkollor,Femra,58
2021/2022,Gjilan,Parashkollor,Gjithsej,59
2021/2022,Gjilan,Paraf.fillor dhe i mesëm i ulët,Meshkuj,355
2021/2022,Gjilan,Paraf.fillor dhe i mesëm i ulët,Femra,600
2021/2022,Gjilan,Paraf.fillor dhe i mesëm i ulët,Gjithsej,955
2021/2022,Gjilan,I Mesëm i lartë,Meshkuj,241
2021/2022,Gjilan,I Mesëm i lartë,Femra,142
2021/2022,Gjilan,I Mesëm i lartë,Gjithsej,383
2021/2022,Gllogovc,Parashkollor,Meshkuj,-
2021/2022,Gllogovc,Parashkollor,Femra,17
2021/2022,Gllogovc,Parashkollor,Gjithsej,17
2021/2022,Gllogovc,Paraf.fillor dhe i mesëm i ulët,Meshkuj,242
2021/2022,Gllogovc,Paraf.fillor dhe i mesëm i ulët,Femra,327
2021/2022,Gllogovc,Paraf.fillor dhe i mesëm i ulët,Gjithsej,569
2021/2022,Gllogovc,I Mesëm i lartë,Meshkuj,127
2021/2022,Gllogovc,I Mesëm i lartë,Femra,55
2021/2022,Gllogovc,I Mesëm i lartë,Gjithsej,182
2021/2022,Hani i Elezit,Parashkollor,Meshkuj,-
2021/2022,Hani i Elezit,Parashkollor,Femra,5
2021/2022,Hani i Elezit,Parashkollor,Gjithsej,5
2021/2022,Hani i Elezit,Paraf.fillor dhe i mesëm i ulët,Meshkuj,40
2021/2022,Hani i Elezit,Paraf.fillor dhe i mesëm i ulët,Femra,49
2021/2022,Hani i Elezit,Paraf.fillor dhe i mesëm i ulët,Gjithsej,89
2021/2022,Hani i Elezit,I Mesëm i lartë,Meshkuj,13
2021/2022,Hani i Elezit,I Mesëm i lartë,Femra,10
2021/2022,Hani i Elezit,I Mesëm i lartë,Gjithsej,23
2021/2022,Istog,Parashkollor,Meshkuj,-
2021/2022,Istog,Parashkollor,Femra,25
2021/2022,Istog,Parashkollor,Gjithsej,25
2021/2022,Istog,Paraf.fillor dhe i mesëm i ulët,Meshkuj,111
2021/2022,Istog,Paraf.fillor dhe i mesëm i ulët,Femra,250
2021/2022,Istog,Paraf.fillor dhe i mesëm i ulët,Gjithsej,361
2021/2022,Istog,I Mesëm i lartë,Meshkuj,65
2021/2022,Istog,I Mesëm i lartë,Femra,41
2021/2022,Istog,I Mesëm i lartë,Gjithsej,106
2021/2022,Junik,Parashkollor,Meshkuj,-
2021/2022,Junik,Parashkollor,Femra,-
2021/2022,Junik,Parashkollor,Gjithsej,-
2021/2022,Junik,Paraf.fillor dhe i mesëm i ulët,Meshkuj,18
2021/2022,Junik,Paraf.fillor dhe i mesëm i ulët,Femra,36
2021/2022,Junik,Paraf.fillor dhe i mesëm i ulët,Gjithsej,54
2021/2022,Junik,I Mesëm i lartë,Meshkuj,12
2021/2022,Junik,I Mesëm i lartë,Femra,4
2021/2022,Junik,I Mesëm i lartë,Gjithsej,16
2021/2022,Kaçanik,Parashkollor,Meshkuj,-
2021/2022,Kaçanik,Parashkollor,Femra,9
2021/2022,Kaçanik,Parashkollor,Gjithsej,9
2021/2022,Kaçanik,Paraf.fillor dhe i mesëm i ulët,Meshkuj,179
2021/2022,Kaçanik,Paraf.fillor dhe i mesëm i ulët,Femra,172
2021/2022,Kaçanik,Paraf.fillor dhe i mesëm i ulët,Gjithsej,351
2021/2022,Kaçanik,I Mesëm i lartë,Meshkuj,52
2021/2022,Kaçanik,I Mesëm i lartë,Femra,33
2021/2022,Kaçanik,I Mesëm i lartë,Gjithsej,85
2021/2022,Kamenicë,Parashkollor,Meshkuj,-
2021/2022,Kamenicë,Parashkollor,Femra,12
2021/2022,Kamenicë,Parashkollor,Gjithsej,12
2021/2022,Kamenicë,Paraf.fillor dhe i mesëm i ulët,Meshkuj,226
2021/2022,Kamenicë,Paraf.fillor dhe i mesëm i ulët,Femra,167
2021/2022,Kamenicë,Paraf.fillor dhe i mesëm i ulët,Gjithsej,393
2021/2022,Kamenicë,I Mesëm i lartë,Meshkuj,51
2021/2022,Kamenicë,I Mesëm i lartë,Femra,11
2021/2022,Kamenicë,I Mesëm i lartë,Gjithsej,62
2021/2022,Klinë,Parashkollor,Meshkuj,-
2021/2022,Klinë,Parashkollor,Femra,7
2021/2022,Klinë,Parashkollor,Gjithsej,7
2021/2022,Klinë,Paraf.fillor dhe i mesëm i ulët,Meshkuj,189
2021/2022,Klinë,Paraf.fillor dhe i mesëm i ulët,Femra,215
2021/2022,Klinë,Paraf.fillor dhe i mesëm i ulët,Gjithsej,404
2021/2022,Klinë,I Mesëm i lartë,Meshkuj,88
2021/2022,Klinë,I Mesëm i lartë,Femra,29
2021/2022,Klinë,I Mesëm i lartë,Gjithsej,117
2021/2022,Leposaviq,Parashkollor,Meshkuj,-
2021/2022,Leposaviq,Parashkollor,Femra,-
2021/2022,Leposaviq,Parashkollor,Gjithsej,-
2021/2022,Leposaviq,Paraf.fillor dhe i mesëm i ulët,Meshkuj,9
2021/2022,Leposaviq,Paraf.fillor dhe i mesëm i ulët,Femra,7
2021/2022,Leposaviq,Paraf.fillor dhe i mesëm i ulët,Gjithsej,16
2021/2022,Leposaviq,I Mesëm i lartë,Meshkuj,-
2021/2022,Leposaviq,I Mesëm i lartë,Femra,-
2021/2022,Leposaviq,I Mesëm i lartë,Gjithsej,-
2021/2022,Lipjan,Parashkollor,Meshkuj,-
2021/2022,Lipjan,Parashkollor,Femra,18
2021/2022,Lipjan,Parashkollor,Gjithsej,18
2021/2022,Lipjan,Paraf.fillor dhe i mesëm i ulët,Meshkuj,274
2021/2022,Lipjan,Paraf.fillor dhe i mesëm i ulët,Femra,398
2021/2022,Lipjan,Paraf.fillor dhe i mesëm i ulët,Gjithsej,672
2021/2022,Lipjan,I Mesëm i lartë,Meshkuj,69
2021/2022,Lipjan,I Mesëm i lartë,Femra,55
2021/2022,Lipjan,I Mesëm i lartë,Gjithsej,124
2021/2022,Malishevë,Parashkollor,Meshkuj,-
2021/2022,Malishevë,Parashkollor,Femra,10
2021/2022,Malishevë,Parashkollor,Gjithsej,10
2021/2022,Malishevë,Paraf.fillor dhe i mesëm i ulët,Meshkuj,463
2021/2022,Malishevë,Paraf.fillor dhe i mesëm i ulët,Femra,315
2021/2022,Malishevë,Paraf.fillor dhe i mesëm i ulët,Gjithsej,778
2021/2022,Malishevë,I Mesëm i lartë,Meshkuj,120
2021/2022,Malishevë,I Mesëm i lartë,Femra,31
2021/2022,Malishevë,I Mesëm i lartë,Gjithsej,151
2021/2022,Mamushë,Parashkollor,Meshkuj,-
2021/2022,Mamushë,Parashkollor,Femra,3
2021/2022,Mamushë,Parashkollor,Gjithsej,3
2021/2022,Mamushë,Paraf.fillor dhe i mesëm i ulët,Meshkuj,21
2021/2022,Mamushë,Paraf.fillor dhe i mesëm i ulët,Femra,26
2021/2022,Mamushë,Paraf.fillor dhe i mesëm i ulët,Gjithsej,47
2021/2022,Mamushë,I Mesëm i lartë,Meshkuj,5
2021/2022,Mamushë,I Mesëm i lartë,Femra,3
2021/2022,Mamushë,I Mesëm i lartë,Gjithsej,8
2021/2022,Mitrovicë,Parashkollor,Meshkuj,-
2021/2022,Mitrovicë,Parashkollor,Femra,27
2021/2022,Mitrovicë,Parashkollor,Gjithsej,27
2021/2022,Mitrovicë,Paraf.fillor dhe i mesëm i ulët,Meshkuj,145
2021/2022,Mitrovicë,Paraf.fillor dhe i mesëm i ulët,Femra,542
2021/2022,Mitrovicë,Paraf.fillor dhe i mesëm i ulët,Gjithsej,687
2021/2022,Mitrovicë,I Mesëm i lartë,Meshkuj,118
2021/2022,Mitrovicë,I Mesëm i lartë,Femra,140
2021/2022,Mitrovicë,I Mesëm i lartë,Gjithsej,258
2021/2022,Novobërdë,Parashkollor,Meshkuj,-
2021/2022,Novobërdë,Parashkollor,Femra,-
2021/2022,Novobërdë,Parashkollor,Gjithsej,-
2021/2022,Novobërdë,Paraf.fillor dhe i mesëm i ulët,Meshkuj,20
2021/2022,Novobërdë,Paraf.fillor dhe i mesëm i ulët,Femra,35
2021/2022,Novobërdë,Paraf.fillor dhe i mesëm i ulët,Gjithsej,55
2021/2022,Novobërdë,I Mesëm i lartë,Meshkuj,3
2021/2022,Novobërdë,I Mesëm i lartë,Femra,5
2021/2022,Novobërdë,I Mesëm i lartë,Gjithsej,8
2021/2022,Obiliq,Parashkollor,Meshkuj,-
2021/2022,Obiliq,Parashkollor,Femra,9
2021/2022,Obiliq,Parashkollor,Gjithsej,9
2021/2022,Obiliq,Paraf.fillor dhe i mesëm i ulët,Meshkuj,58
2021/2022,Obiliq,Paraf.fillor dhe i mesëm i ulët,Femra,186
2021/2022,Obiliq,Paraf.fillor dhe i mesëm i ulët,Gjithsej,244
2021/2022,Obiliq,I Mesëm i lartë,Meshkuj,30
2021/2022,Obiliq,I Mesëm i lartë,Femra,29
2021/2022,Obiliq,I Mesëm i lartë,Gjithsej,59
2021/2022,Pejë,Parashkollor,Meshkuj,-
2021/2022,Pejë,Parashkollor,Femra,40
2021/2022,Pejë,Parashkollor,Gjithsej,40
2021/2022,Pejë,Paraf.fillor dhe i mesëm i ulët,Meshkuj,228
2021/2022,Pejë,Paraf.fillor dhe i mesëm i ulët,Femra,664
2021/2022,Pejë,Paraf.fillor dhe i mesëm i ulët,Gjithsej,892
2021/2022,Pejë,I Mesëm i lartë,Meshkuj,198
2021/2022,Pejë,I Mesëm i lartë,Femra,171
2021/2022,Pejë,I Mesëm i lartë,Gjithsej,369
2021/2022,Podujevë,Parashkollor,Meshkuj,-
2021/2022,Podujevë,Parashkollor,Femra,8
2021/2022,Podujevë,Parashkollor,Gjithsej,8
2021/2022,Podujevë,Paraf.fillor dhe i mesëm i ulët,Meshkuj,395
2021/2022,Podujevë,Paraf.fillor dhe i mesëm i ulët,Femra,513
2021/2022,Podujevë,Paraf.fillor dhe i mesëm i ulët,Gjithsej,908
